Date,Open,High,Low,Close,Adj Close,Volume
2007-06-15,68.010002,68.010002,68.010002,68.010002,68.010002,0
2008-06-16,68.139999,68.139999,68.139999,68.139999,68.139999,0
2009-06-19,68.769997,68.769997,68.769997,68.769997,68.769997,0
2010-06-20,68.000000,68.000000,68.000000,68.000000,68.000000,0
2011-06-21,67.680000,67.680000,67.680000,67.680000,67.680000,0
2012-06-22,67.660004,67.660004,67.660004,67.660004,67.660004,0
2013-06-23,67.980003,67.980003,67.980003,67.980003,67.980003,0
2014-06-26,68.230003,68.230003,68.230003,68.230003,68.230003,0
2015-06-27,67.900002,67.900002,67.900002,67.900002,67.900002,0
2016-06-28,68.860001,68.860001,68.860001,68.860001,68.860001,0
2017-06-29,68.440002,68.440002,68.440002,68.440002,68.440002,0

